Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Capacitance","Tolerance","Voltage - Rated","ESR (Equivalent Series Resistance)","Lifetime @ Temp.","Termination","Mounting Type","Package / Case","Lead Spacing","Size / Dimension","Height - Seated (Max)","Operating Temperature"
http://www.maxwell.com/images/documents/48V_ds_DuraBlue_3000685_3.pdf,//media.digikey.com/Photos/Maxwell%20Technologies%20Photos/BMOD0165-P048-C01.jpg,1182-1039-ND,BMOD0165 P048 C01,Maxwell Technologies Inc.,CAP 165F 48V CHASSIS MOUNT,0,0,"1210.30000","0","1","Bulk","-","Active","165F","-","48V","6.3 mOhm","1500 Hrs @ 65°C","Screw Terminals","Chassis Mount","Module, Screw Terminals","-","16.457"" L x 7.638"" W (418.00mm x 194.00mm)","7.047"" (179.00mm)","-40°C ~ 65°C"
http://www.maxwell.com/images/documents/125vmodule_ds_1014696-7.pdf,-,BMOD0063P125B08-ND,BMOD0063 P125 B08,Maxwell Technologies Inc.,CAP 63F 125V CHASSIS MOUNT,0,0,"5187.00000","0","1","Bulk","-","Active","63F","-","125V","18 mOhm","1500 Hrs @ 65°C","Screw Terminals","Chassis Mount","Module","-","24.370"" L x 16.732"" W (619.00mm x 425.00mm)","10.512"" (267.00mm)","-40°C ~ 65°C"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/NF_Series.pdf,"//media.digikey.com/photos/Panasonic%20Photos/NF%20SERIES%207.5H,13.5D.jpg",P6952-ND,EEC-F5R5U104,Panasonic Electronic Components,CAP 100MF -20% +80% 5.5V T/H,0,0,"Obsolete","0","400","Bulk","NF","Obsolete","100mF","-20%, +80%","5.5V","75 Ohm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.531"" Dia (13.50mm)","0.295"" (7.50mm)","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/AL_Series.pdf,//media.digikey.com/Photos/Panasonic%20Photos/EEC-A0EL105.jpg,P6963-ND,EEC-A0EL105,Panasonic Electronic Components,CAP 1F -20% +80% 2.5V T/H,0,0,"Obsolete","0","200","Bulk","AL","Obsolete","1F","-20%, +80%","2.5V","1 Ohm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.945"" (24.00mm)","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/AL_Series.pdf,//media.digikey.com/Photos/Panasonic%20Photos/EEC-A0EL475.jpg,P6966-ND,EEC-A0EL335,Panasonic Electronic Components,CAP 3.3F -20% +80% 2.5V T/H,0,0,"Obsolete","0","200","Bulk","AL","Obsolete","3.3F","-20%, +80%","2.5V","300 mOhm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","0.984"" (25.00mm)","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/AL_Series.pdf,//media.digikey.com/Photos/Panasonic%20Photos/EEC-A0EL106.jpg,P6969-ND,EEC-A0EL106,Panasonic Electronic Components,CAP 10F -20% +80% 2.5V T/H,0,0,"Obsolete","0","100","Bulk","AL","Obsolete","10F","-20%, +80%","2.5V","100 mOhm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.295"" (7.50mm)","0.709"" Dia (18.00mm)","1.496"" (38.00mm)","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/EEC-F_Series_Rev_Jan_2016.pdf,"//media.digikey.com/photos/Panasonic%20Photos/F%20SERIES%209.5H,13.0D.jpg",P12914-ND,EEC-F5R5H473,Panasonic Electronic Components,CAP 47MF -20% +80% 5.5V T/H,0,0,"Obsolete","0","2000","Bulk","F","Obsolete","47mF","-20%, +80%","5.5V","120 Ohm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.531"" Dia (13.50mm)","0.374"" (9.50mm)","-25°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/EEC-S0HD%20(SD%20Series).pdf,"//media.digikey.com/photos/Panasonic%20Photos/SD%20SERIES%2011.5H,10.0D.jpg",P10791-ND,EEC-S0HD104V,Panasonic Electronic Components,CAP 100MF -20% +80% 5.5V T/H,0,0,"Obsolete","0","400","Bulk","SD","Obsolete","100mF","-20%, +80%","5.5V","75 Ohm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Axial, Can - Vertical","0.197"" (5.00mm)","0.413"" Dia (10.50mm)","0.453"" (11.50mm)","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/EEC-S0HD%20(SD%20Series).pdf,"//media.digikey.com/photos/Panasonic%20Photos/SD%20SERIES%205.5H,10.0D.jpg",P10785-ND,EEC-S0HD223H,Panasonic Electronic Components,CAP 22MF -20% +80% 5.5V T/H,0,0,"Obsolete","0","400","Bulk","SD","Obsolete","22mF","-20%, +80%","5.5V","150 Ohm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Axial, Can - Horizontal","0.394"" (10.00mm)","0.413"" Dia (10.50mm)","0.217"" (5.50mm)","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/EEC-S0HD%20(SD%20Series).pdf,"//media.digikey.com/photos/Panasonic%20Photos/SD%20SERIES%205.5H,10.0D.jpg",P10786-ND,EEC-S0HD473H,Panasonic Electronic Components,CAP 47MF -20% +80% 5.5V T/H,0,0,"Obsolete","0","400","Bulk","SD","Obsolete","47mF","-20%, +80%","5.5V","120 Ohm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Axial, Can - Horizontal","0.394"" (10.00mm)","0.413"" Dia (10.50mm)","0.217"" (5.50mm)","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/EEC-S0HD%20(SD%20Series).pdf,"//media.digikey.com/photos/Panasonic%20Photos/SD%20SERIES%205.5H,10.0D.jpg",P10787-ND,EEC-S0HD104H,Panasonic Electronic Components,CAP 100MF -20% +80% 5.5V T/H,0,0,"Obsolete","0","400","Bulk","SD","Obsolete","100mF","-20%, +80%","5.5V","75 Ohm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Axial, Can - Horizontal","0.394"" (10.00mm)","0.413"" Dia (10.50mm)","0.217"" (5.50mm)","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/EEC-S0HD%20(SD%20Series).pdf,"//media.digikey.com/photos/Panasonic%20Photos/SD%20SERIES%2011.5H,10.0D.jpg",P10789-ND,EEC-S0HD223V,Panasonic Electronic Components,CAP 22MF -20% +80% 5.5V T/H,0,0,"Obsolete","0","400","Bulk","SD","Obsolete","22mF","-20%, +80%","5.5V","150 Ohm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Axial, Can - Vertical","0.197"" (5.00mm)","0.413"" Dia (10.50mm)","0.453"" (11.50mm)","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/EEC-S0HD%20(SD%20Series).pdf,"//media.digikey.com/photos/Panasonic%20Photos/SD%20SERIES%2011.5H,10.0D.jpg",P10790-ND,EEC-S0HD473V,Panasonic Electronic Components,CAP 47MF -20% +80% 5.5V T/H,0,0,"Obsolete","0","400","Bulk","SD","Obsolete","47mF","-20%, +80%","5.5V","120 Ohm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Axial, Can - Vertical","0.197"" (5.00mm)","0.413"" Dia (10.50mm)","0.453"" (11.50mm)","-25°C ~ 70°C"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/EEC-HW0D335,306.pdf","//media.digikey.com/photos/Panasonic%20Photos/HW%20SERIES%2025.0H,12.5D.jpg",P11344-ND,EEC-HW0D475,Panasonic Electronic Components,CAP 4.7F -20% +40% 2.3V T/H,0,0,"Obsolete","0","200","Bulk","HW","Obsolete","4.7F","-20%, +40%","2.3V","300 mOhm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","0.984"" (25.00mm)","-25°C ~ 70°C"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/EEC-HW0D335,306.pdf","//media.digikey.com/photos/Panasonic%20Photos/HW%20SERIES%2037.0H,12.5D.jpg",P11345-ND,EEC-HW0D106,Panasonic Electronic Components,CAP 10F -20% +40% 2.3V T/H,0,0,"Obsolete","0","200","Bulk","HW","Obsolete","10F","-20%, +40%","2.3V","200 mOhm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","1.457"" (37.00mm)","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/A_Series_Supercapacitors.pdf,"//media.digikey.com/photos/Cooper%20Bussmann%20Photos/A%20SERIES%2021.0H,8.0D.jpg",283-2497-ND,A0820-2R5474,Eaton,CAP 470MF -20% +80% 2.5V T/H,0,0,"Obsolete","0","100","Bulk","PowerStor A","Obsolete","470mF","-20%, +80%","2.5V","150 mOhm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.138"" (3.50mm)","0.335"" Dia (8.50mm)","0.827"" (21.00mm)","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/B%20Series%20Aerogel%20Supercapacitors.pdf,"//media.digikey.com/photos/Cooper%20Bussmann%20Photos/B%20SERIES%2012.0H,5.5D.jpg",283-2501-ND,B0510-2R5224,Eaton,CAP 220MF -20% +80% 2.5V T/H,0,0,"Obsolete","0","100","Bulk","PowerStor B","Obsolete","220mF","-20%, +80%","2.5V","2 Ohm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.079"" (2.00mm)","0.217"" Dia (5.50mm)","0.472"" (12.00mm)","-25°C ~ 70°C"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4393_PB_Series.pdf,"//media.digikey.com/photos/Cooper%20Bussmann%20Photos/PB%20SERIES%2013.0H,10.8L.jpg",283-2512-ND,PB-5R0V104,Eaton,CAP 100MF -20% +80% 5V T/H,0,0,"Obsolete","0","100","Bulk","PowerStor PB","Obsolete","100mF","-20%, +80%","5V","4 Ohm @ 100Hz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.287"" (7.30mm)","0.445"" L x 0.236"" W (11.30mm x 6.00mm)","0.512"" (13.00mm)","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/PA_Supercapacitors.pdf,"//media.digikey.com/photos/Cooper%20Bussmann%20Photos/PA%20SERIES%2022.0H,16.8L.jpg",283-2515-ND,PA-5R0V224,Eaton,CAP 220MF -20% +80% 5V T/H,0,0,"Obsolete","0","100","Bulk","PowerStor PA","Obsolete","220mF","-20%, +80%","5V","300 mOhm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.465"" (11.80mm)","0.681"" L x 0.354"" W (17.30mm x 9.00mm)","0.866"" (22.00mm)","-25°C ~ 70°C"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4393_PB_Series.pdf,"//media.digikey.com/photos/Cooper%20Bussmann%20Photos/PB%20SERIES%2013.0H,16.8L.jpg",283-2513-ND,PB-5R0V474,Eaton,CAP 470MF -20% +80% 5V T/H,0,0,"Obsolete","0","100","Bulk","PowerStor PB","Obsolete","470mF","-20%, +80%","5V","1 Ohm @ 100Hz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.465"" (11.80mm)","0.681"" L x 0.354"" W (17.30mm x 9.00mm)","0.571"" (14.50mm)","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/B%20Series%20Aerogel%20Supercapacitors.pdf,"//media.digikey.com/photos/Cooper%20Bussmann%20Photos/B%20SERIES%2013.5H,8.0D.jpg",283-2502-ND,B0810-2R5105,Eaton,CAP 1F -20% +80% 2.5V T/H,0,0,"Obsolete","0","100","Bulk","PowerStor B","Obsolete","1F","-20%, +80%","2.5V","500 mOhm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.138"" (3.50mm)","0.335"" Dia (8.50mm)","0.532"" (13.50mm)","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/B%20Series%20Aerogel%20Supercapacitors.pdf,"//media.digikey.com/photos/Cooper%20Bussmann%20Photos/B%20SERIES%2014.4H,10.0D.jpg",283-2503-ND,B1010-2R5155,Eaton,CAP 1.5F -20% +80% 2.5V T/H,0,0,"Obsolete","0","100","Bulk","PowerStor B","Obsolete","1.5F","-20%, +80%","2.5V","300 mOhm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.413"" Dia (10.50mm)","0.583"" (14.80mm)","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/B%20Series%20Aerogel%20Supercapacitors.pdf,"//media.digikey.com/photos/Cooper%20Bussmann%20Photos/B%20SERIES%2021.0H,8.0D.jpg",283-2504-ND,B0820-2R5225,Eaton,CAP 2.2F -20% +80% 2.5V T/H,0,0,"Obsolete","0","100","Bulk","PowerStor B","Obsolete","2.2F","-20%, +80%","2.5V","200 mOhm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.138"" (3.50mm)","0.335"" Dia (8.50mm)","0.827"" (21.00mm)","-25°C ~ 70°C"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4393_PB_Series.pdf,"//media.digikey.com/photos/Cooper%20Bussmann%20Photos/PB%20SERIES%2022.0H,16.8L.jpg",283-2514-ND,PB-5R0V105,Eaton,CAP 1F -20% +80% 5V T/H,0,0,"Obsolete","0","100","Bulk","PowerStor PB","Obsolete","1F","-20%, +80%","5V","500 mOhm @ 100Hz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.465"" (11.80mm)","0.681"" L x 0.354"" W (17.30mm x 9.00mm)","0.866"" (22.00mm)","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/B%20Series%20Aerogel%20Supercapacitors.pdf,"//media.digikey.com/photos/Cooper%20Bussmann%20Photos/B%20SERIES%2022.3H,10.0D.jpg",283-2505-ND,B1020-2R5335,Eaton,CAP 3.3F -20% +80% 2.5V T/H,0,0,"Obsolete","0","100","Bulk","PowerStor B","Obsolete","3.3F","-20%, +80%","2.5V","150 mOhm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.413"" Dia (10.50mm)","0.878"" (22.30mm)","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/A_Series_Supercapacitors.pdf,"//media.digikey.com/photos/Cooper%20Bussmann%20Photos/A%20SERIES%2022.3H,10.0D.jpg",283-2498-ND,A1020-2R5105,Eaton,CAP 1F -20% +80% 2.5V T/H,0,0,"Obsolete","0","100","Bulk","PowerStor A","Obsolete","1F","-20%, +80%","2.5V","90 mOhm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.413"" Dia (10.50mm)","0.878"" (22.30mm)","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/B%20Series%20Aerogel%20Supercapacitors.pdf,"//media.digikey.com/photos/Cooper%20Bussmann%20Photos/B%20SERIES%2031.0H,8.0D.jpg",283-2506-ND,B0830-2R5475,Eaton,CAP 4.7F -20% +80% 2.5V T/H,0,0,"Obsolete","0","100","Bulk","PowerStor B","Obsolete","4.7F","-20%, +80%","2.5V","150 mOhm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.138"" (3.50mm)","0.335"" Dia (8.50mm)","1.220"" (31.00mm)","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/PA_Supercapacitors.pdf,"//media.digikey.com/photos/Cooper%20Bussmann%20Photos/PA%20SERIES%2022.0H,20.8L.jpg",283-2516-ND,PA-5R0V474,Eaton,CAP 470MF -20% +80% 5V T/H,0,0,"Obsolete","0","100","Bulk","PowerStor PA","Obsolete","470mF","-20%, +80%","5V","200 mOhm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.209"" (5.30mm)","0.839"" L x 0.433"" W (21.30mm x 11.00mm)","0.906"" (23.00mm)","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/B%20Series%20Aerogel%20Supercapacitors.pdf,"//media.digikey.com/photos/Cooper%20Bussmann%20Photos/B%20SERIES%2031.5H,10.0D.jpg",283-2507-ND,B1030-2R5685,Eaton,CAP 6.8F -20% +80% 2.5V T/H,0,0,"Obsolete","0","100","Bulk","PowerStor B","Obsolete","6.8F","-20%, +80%","2.5V","100 mOhm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.413"" Dia (10.50mm)","1.240"" (31.50mm)","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/B%20Series%20Aerogel%20Supercapacitors.pdf,"//media.digikey.com/photos/Cooper%20Bussmann%20Photos/B%20SERIES%2028.4H,13.0D.jpg",283-2508-ND,B1325-2R5106,Eaton,CAP 10F -20% +80% 2.5V T/H,0,0,"Obsolete","0","100","Bulk","PowerStor B","Obsolete","10F","-20%, +80%","2.5V","60 mOhm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.531"" Dia (13.50mm)","1.118"" (28.40mm)","-25°C ~ 70°C"
